Player 1: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 657: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 658: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 659: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 660: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 661: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 662: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 663: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 664: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 665: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 666: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 667: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 668: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 669: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 670: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 671: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 672: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 673: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 674: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 675: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 676: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 677: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 678: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 679: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 680: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 681: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 682: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 683: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 684: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 685: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 686: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 687: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 688: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 689: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 690: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 691: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 692: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 693: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 694: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 695: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 696: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 697: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 698: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 699: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 700: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 701: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 702: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 703: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 704: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 705: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 706: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 707: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 708: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 709: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 710: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 711: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 712: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 713: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 714: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 715: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 716: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 717: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 718: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 719: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 720: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 721: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 722: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 723: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 724: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 725: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 726: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 727: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 728: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 729: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 730: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 731: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 732: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 733: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 734: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 735: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 736: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 737: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 738: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 739: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 740: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 741: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 742: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 743: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 744: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 745: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 746: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 747: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 748: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 749: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 750: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 751: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 752: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 753: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 754: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 755: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 756: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 757: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 758: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 759: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 760: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 761: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 762: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 763: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 764: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 765: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 766: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 767: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 768: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 769: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 770: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 771: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 772: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 773: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 774: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 775: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 776: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 777: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 778: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 779: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 780: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 781: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 782: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 783: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 784: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 785: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 786: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 787: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 788: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 789: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 790: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 791: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 792: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 793: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 794: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 795: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 796: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 797: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 798: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 799: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 800: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 801: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 802: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 803: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 804: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 805: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 806: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 807: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 808: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 809: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 810: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 811: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 812: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 813: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 814: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 815: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 816: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 817: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 818: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 819: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 820: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 821: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 822: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 823: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 824: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 825: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 826: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 827: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 828: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 829: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 830: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 831: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 832: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 833: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 834: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 835: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 836: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 837: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 838: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 839: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 840: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 841: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 842: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 843: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 844: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 845: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 846: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 847: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 848: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 849: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 850: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 851: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 852: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 853: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 854: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 855: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 856: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 857: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 858: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 859: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 860: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 861: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 862: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 863: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 864: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 865: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 866: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 867: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 868: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 869: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 870: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 871: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 872: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 873: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 874: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 875: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 876: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 877: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 878: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 879: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 880: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 881: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 882: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 883: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 884: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 885: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 886: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 887: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 888: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 889: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 890: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 891: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 892: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 893: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 894: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 895: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 896: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 897: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 898: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 899: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 900: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 901: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 902: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | Cheater
Player 903: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 904: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 905: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 906: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 907: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 908: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 909: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 910: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 911: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 912: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 913: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 914: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 915: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 916: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 917: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 918: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 919: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 920: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 921: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails'] | No Cheater
Player 922: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 923: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 924: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 925: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 926: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 927: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 928: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 929: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 930: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 931: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 932: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 933: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 934: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 935: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 936: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 937: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 938: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 939: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | Cheater
Player 940: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 941: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | Cheater
Player 942: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 943: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 944: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 945: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails'] | Cheater
Player 946: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 947: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 948: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 949: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 950: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 951: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | Cheater
Player 952: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 953: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 954: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | No Cheater
Player 955: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads'] | Cheater
Player 956: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 957: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 958: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 959: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 960: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 961: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 962: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 963: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 964: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 965: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails'] | No Cheater
Player 966: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails'] | Cheater
Player 967: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails'] | No Cheater
Player 968: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails'] | No Cheater
Player 969: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads'] | Cheater
Player 970: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 971: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads'] | No Cheater
Player 972: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails'] | Cheater
Player 973: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails'] | Cheater
Player 974: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 975: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 976: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads'] | No Cheater
Player 977: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads'] | Cheater
Player 978: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
Player 979: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads'] | Cheater
Player 980: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads'] | No Cheater
Player 981: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads'] | Cheater
Player 982: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads'] | Cheater
Player 983: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails'] | Cheater
Player 984: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads'] | Cheater
