Player 1: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 636: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 637: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 638: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 639: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 640: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 641: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 642: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 643: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 644: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 645: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 646: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 647: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 648: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 649: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 650: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 651: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 652: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 653: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 654: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 655: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 656: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 657: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 658: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 659: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 660: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 661: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 662: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 663: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 664: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 665: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 666: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 667: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 668: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 669: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 670: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 671: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 672: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 673: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 674: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 675: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 676: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 677: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 678: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 679: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 680: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 681: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 682: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 683: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 684: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 685: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 686: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 687: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 688: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 689: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 690: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 691: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 692: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 693: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 694: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 695: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 696: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 697: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 698: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 699: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 700: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 701: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 702: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 703: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 704: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 705: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 706: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 707: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 708: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 709: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 710: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 711: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 712: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 713: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 714: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 715: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 716: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 717: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 718: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 719: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 720: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 721: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 722: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 723: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 724: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 725: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 726: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 727: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 728: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 729: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 730: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 731: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 732: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 733: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 734: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 735: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 736: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 737: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 738: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 739: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 740: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 741: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 742: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 743: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 744: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 745: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 746: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 747: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 748: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 749: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 750: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 751: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 752: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 753: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 754: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 755: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 756: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 757: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 758: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 759: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 760: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 761: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 762: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 763: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 764: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 765: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 766: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 767: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 768: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 769: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 770: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 771: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 772: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 773: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 774: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 775: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 776: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 777: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 778: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 779: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 780: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 781: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 782: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 783: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 784: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 785: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 786: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 787: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 788: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 789: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 790: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 791: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 792: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 793: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 794: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 795: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 796: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 797: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 798: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 799: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 800: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 801: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 802: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 803: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 804: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 805: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 806: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 807: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 808: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 809: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 810: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 811: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 812: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 813: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 814: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 815: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 816: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 817: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 818: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 819: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 820: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 821: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 822: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 823: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 824: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 825: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 826: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 827: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 828: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 829: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 830: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 831: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 832: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 833: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 834: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 835: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 836: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 837: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 838: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 839: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 840: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 841: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 842: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 843: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 844: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 845: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 846: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 847: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 848: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 849: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 850: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 851: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 852: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 853: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 854: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 855: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 856: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 857: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 858: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 859: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 860: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 861: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 862: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 863: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 864: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 865: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 866: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 867: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 868: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 869: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 870: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 871: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 872: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 873: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 874: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 875: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 876: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 877: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 878: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 879: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 880: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 881: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 882: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 883: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 884: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 885: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 886: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 887: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 888: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 889: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 890: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 891: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 892: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 893: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 894: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 895: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 896: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 897: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 898: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 899: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 900: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 901: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 902: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 903: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 904: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 905: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 906: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 907: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 908: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 909: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 910: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails', 'Not Cheater']
Player 911: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 912: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 913: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 914: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 915: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 916: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails', 'Not Cheater']
Player 917: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 918: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 919: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 920: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 921: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 922: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 923: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 924: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 925: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 926: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads', 'Not Cheater']
Player 927: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 928: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 929: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 930: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 931: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 932: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 933: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 934: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 935: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 936: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 937: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 938: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 939: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 940: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads', 'Not Cheater']
Player 941: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 942: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails', 'Not Cheater']
Player 943: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads', 'Not Cheater']
Player 944: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads', 'Not Cheater']
Player 945: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 946: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails', 'Not Cheater']
Player 947: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 948: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 949: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 950: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 951: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
Player 952: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads', 'Cheater']
