Player 1: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 775: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 776: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 777: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 778: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 779: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 780: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 781: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 782: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 783: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 784: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 785: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 786: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 787: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 788: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 789: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 790: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 791: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 792: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 793: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 794: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 795: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 796: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 797: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 798: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 799: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 800: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 801: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 802: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 803: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 804: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 805: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 806: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 807: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 808: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 809: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 810: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 811: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 812: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 813: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 814: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 815: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 816: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 817: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 818: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 819: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 820: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 821: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 822: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 823: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 824: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 825: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 826: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 827: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 828: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 829: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 830: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 831: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 832: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 833: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 834: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 835: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 836: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 837: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 838: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 839: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 840: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 841: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 842: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 843: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 844: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 845: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 846: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 847: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 848: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 849: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 850: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 851: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 852: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 853: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 854: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 855: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 856: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 857: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 858: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 859: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 860: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 861: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 862: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 863: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 864: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 865: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 866: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 867: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 868: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 869: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 870: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 871: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 872: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 873: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 874: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 875: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 876: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 877: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 878: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 879: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 880: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 881: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 882: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 883: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 884: ['Tails', 'Heads', 'Heads', 'Tails', 'Tails']
Player 885: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 886: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 887: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 888: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 889: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 890: ['Tails', 'Heads', 'Heads', 'Heads', 'Tails']
Player 891: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 892: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 893: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 894: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 895: ['Tails', 'Heads', 'Tails', 'Tails', 'Tails']
Player 896: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 897: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 898: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 899: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 900: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 901: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 902: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 903: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 904: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 905: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 906: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 907: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 908: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 909: ['Heads', 'Tails', 'Heads', 'Tails', 'Tails']
Player 910: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 911: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 912: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 913: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 914: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 915: ['Heads', 'Tails', 'Tails', 'Tails', 'Heads']
Player 916: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 917: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 918: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 919: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 920: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 921: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 922: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 923: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 924: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 925: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 926: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 927: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 928: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 929: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 930: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 931: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 932: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 933: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 934: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 935: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 936: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 937: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 938: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 939: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 940: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 941: ['Heads', 'Heads', 'Tails', 'Tails', 'Heads']
Player 942: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 943: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 944: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 945: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 946: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 947: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 948: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 949: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 950: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 951: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 952: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 953: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 954: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 955: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 956: ['Heads', 'Tails', 'Tails', 'Tails', 'Tails']
Player 957: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 958: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 959: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 960: ['Tails', 'Tails', 'Heads', 'Heads', 'Heads']
Player 961: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 962: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 963: ['Heads', 'Tails', 'Tails', 'Heads', 'Heads']
Player 964: ['Tails', 'Tails', 'Tails', 'Heads', 'Heads']
Player 965: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 966: ['Heads', 'Heads', 'Heads', 'Heads', 'Heads']
Player 967: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 968: ['Tails', 'Tails', 'Heads', 'Tails', 'Tails']
Player 969: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 970: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 971: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 972: ['Tails', 'Tails', 'Tails', 'Heads', 'Tails']
Player 973: ['Heads', 'Tails', 'Heads', 'Heads', 'Tails']
Player 974: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 975: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 976: ['Tails', 'Heads', 'Heads', 'Tails', 'Heads']
Player 977: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 978: ['Tails', 'Heads', 'Tails', 'Heads', 'Heads']
Player 979: ['Heads', 'Heads', 'Heads', 'Tails', 'Tails']
Player 980: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 981: ['Heads', 'Heads', 'Heads', 'Tails', 'Heads']
Player 982: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
Player 983: ['Heads', 'Tails', 'Heads', 'Tails', 'Heads']
Player 984: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 985: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 986: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 987: ['Heads', 'Heads', 'Tails', 'Heads', 'Tails']
Player 988: ['Tails', 'Heads', 'Heads', 'Heads', 'Heads']
Player 989: ['Heads', 'Tails', 'Tails', 'Heads', 'Tails']
Player 990: ['Heads', 'Heads', 'Tails', 'Tails', 'Tails']
Player 991: ['Tails', 'Tails', 'Tails', 'Tails', 'Tails']
Player 992: ['Heads', 'Heads', 'Heads', 'Heads', 'Tails']
Player 993: ['Heads', 'Heads', 'Tails', 'Heads', 'Heads']
Player 994: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 995: ['Tails', 'Heads', 'Tails', 'Tails', 'Heads']
Player 996: ['Tails', 'Heads', 'Tails', 'Heads', 'Tails']
Player 997: ['Tails', 'Tails', 'Heads', 'Tails', 'Heads']
Player 998: ['Tails', 'Tails', 'Heads', 'Heads', 'Tails']
Player 999: ['Heads', 'Tails', 'Heads', 'Heads', 'Heads']
Player 1000: ['Tails', 'Tails', 'Tails', 'Tails', 'Heads']
